NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	101	-0.43298736	-2.122156	0.0	0.0038989221	0.004	1864	tags=50%, list=22%, signal=63%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	102	-0.41293612	-1.9787134	0.0	0.012764035	0.027	1334	tags=34%, list=16%, signal=40%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	98	-0.40614024	-1.9571338	0.0	0.011243251	0.036	1095	tags=31%, list=13%, signal=35%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	35	-0.45051962	-1.7452307	0.013358778	0.036751617	0.144	2025	tags=51%, list=24%, signal=67%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	93	-0.36021543	-1.7089955	0.0054644807	0.035621073	0.174	1697	tags=40%, list=20%, signal=49%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	70	-0.34735122	-1.5421668	0.028725315	0.10575939	0.49	1350	tags=33%, list=16%, signal=39%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	61	-0.3451548	-1.5132737	0.032075472	0.11064805	0.571	1662	tags=38%, list=20%, signal=47%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	32	-0.39754495	-1.5097471	0.041420117	0.09899964	0.577	3001	tags=66%, list=35%, signal=101%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	101	-0.31397393	-1.4928485	0.02247191	0.098141044	0.615	1616	tags=33%, list=19%, signal=40%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	82	-0.31336084	-1.4499158	0.053639848	0.11591199	0.706	2338	tags=49%, list=27%, signal=67%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	85	-0.31125185	-1.4476663	0.03710575	0.10665467	0.709	805	tags=22%, list=9%, signal=24%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	85	-0.29409763	-1.3988287	0.067961164	0.13047972	0.816	823	tags=20%, list=10%, signal=22%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	68	-0.31484622	-1.3838638	0.070866145	0.12921192	0.836	855	tags=24%, list=10%, signal=26%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	18	-0.4306563	-1.366699	0.117529884	0.13297006	0.866	1394	tags=39%, list=16%, signal=46%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	57	-0.31999737	-1.3651067	0.09533074	0.12496444	0.868	1866	tags=35%, list=22%, signal=45%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	65	-0.2955263	-1.3083355	0.11485148	0.16301547	0.953	2127	tags=43%, list=25%, signal=57%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	103	-0.26382163	-1.278221	0.10694184	0.18208142	0.973	836	tags=16%, list=10%, signal=17%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	56	-0.29834288	-1.2777141	0.15010142	0.17264013	0.973	1016	tags=21%, list=12%, signal=24%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	85	-0.259364	-1.2155142	0.15490197	0.22684354	0.994	2483	tags=47%, list=29%, signal=66%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	74	-0.2600775	-1.1839398	0.1923077	0.2502747	0.998	2319	tags=43%, list=27%, signal=59%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING		39	-0.29313135	-1.1694219	0.234714	0.25480846	0.998	2157	tags=44%, list=25%, signal=58%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT		94	-0.24235828	-1.1551619	0.21176471	0.26047128	0.999	1514	tags=29%, list=18%, signal=35%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM		98	-0.23755431	-1.1490642	0.23517786	0.25648654	1.0	1616	tags=26%, list=19%, signal=31%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		18	-0.301458	-0.9830727	0.49902153	0.48092344	1.0	1131	tags=28%, list=13%, signal=32%	
