NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
ERBB2_UP.V1_UP	ERBB2_UP.V1_UP	Details ...	184	-0.54899365	-1.923971	0.0	0.0012500001	0.001	1901	tags=29%, list=10%, signal=32%	
KRAS.DF.V1_UP	KRAS.DF.V1_UP	Details ...	175	-0.53853476	-1.8798534	0.0	0.002682276	0.004	2219	tags=29%, list=11%, signal=33%	
MYC_UP.V1_DN	MYC_UP.V1_DN	Details ...	145	-0.5433045	-1.8631061	0.0	0.0031427427	0.006	2764	tags=32%, list=14%, signal=37%	
SINGH_KRAS_DEPENDENCY_SIGNATURE	SINGH_KRAS_DEPENDENCY_SIGNATURE	Details ...	20	-0.7321527	-1.773745	0.007936508	0.009627501	0.028	2858	tags=50%, list=15%, signal=59%	
EGFR_UP.V1_UP	EGFR_UP.V1_UP	Details ...	179	-0.508722	-1.7691233	0.0	0.007962	0.029	2282	tags=27%, list=12%, signal=30%	
ATF2_S_UP.V1_DN	ATF2_S_UP.V1_DN	Details ...	147	-0.5107515	-1.75088	0.0	0.009520796	0.041	1830	tags=22%, list=9%, signal=25%	
CSR_LATE_UP.V1_DN	CSR_LATE_UP.V1_DN	Details ...	128	-0.49184194	-1.6503388	0.0	0.030688578	0.148	2774	tags=26%, list=14%, signal=30%	
MTOR_UP.N4.V1_DN	MTOR_UP.N4.V1_DN	Details ...	174	-0.46871874	-1.6398327	0.0	0.030316208	0.165	2087	tags=22%, list=11%, signal=24%	
RB_DN.V1_DN	RB_DN.V1_DN	Details ...	105	-0.49557453	-1.624726	0.0018903592	0.030222125	0.183	3359	tags=29%, list=17%, signal=34%	
DCA_UP.V1_UP	DCA_UP.V1_UP	Details ...	120	-0.48443678	-1.6156803	0.0	0.030346468	0.202	2893	tags=25%, list=15%, signal=29%	
P53_DN.V1_UP	P53_DN.V1_UP	Details ...	176	-0.4530826	-1.5921024	0.0018552876	0.035170764	0.249	2201	tags=25%, list=11%, signal=28%	
MEK_UP.V1_UP	MEK_UP.V1_UP	Details ...	191	-0.44306776	-1.560745	0.0038387715	0.04699195	0.343	2282	tags=26%, list=12%, signal=29%	
KRAS.300_UP.V1_DN	KRAS.300_UP.V1_DN	Details ...	93	-0.48382118	-1.5514323	0.009765625	0.046872493	0.364	3118	tags=25%, list=16%, signal=29%	
NOTCH_DN.V1_UP	NOTCH_DN.V1_UP	Details ...	133	-0.44840625	-1.5209768	0.0037243948	0.063508704	0.497	2686	tags=23%, list=14%, signal=27%	
KRAS.BREAST_UP.V1_UP	KRAS.BREAST_UP.V1_UP	Details ...	85	-0.47503662	-1.5131115	0.011538462	0.0637072	0.523	2306	tags=21%, list=12%, signal=24%	
CAHOY_ASTROGLIAL	CAHOY_ASTROGLIAL	Details ...	82	-0.47102326	-1.5083815	0.0040816325	0.063274205	0.542	3199	tags=30%, list=16%, signal=36%	
CORDENONSI_YAP_CONSERVED_SIGNATURE	CORDENONSI_YAP_CONSERVED_SIGNATURE	Details ...	52	-0.50828975	-1.4975686	0.021359224	0.06598388	0.58	2365	tags=31%, list=12%, signal=35%	
MEL18_DN.V1_DN	MEL18_DN.V1_DN	Details ...	113	-0.44368234	-1.488459	0.009689922	0.06761021	0.603	1869	tags=24%, list=10%, signal=26%	
CAHOY_OLIGODENDROCUTIC	CAHOY_OLIGODENDROCUTIC	Details ...	88	-0.46483642	-1.4789824	0.007380074	0.070383005	0.641	1993	tags=20%, list=10%, signal=23%	
KRAS.50_UP.V1_DN	KRAS.50_UP.V1_DN	Details ...	26	-0.5873402	-1.4781183	0.05142857	0.06741827	0.646	692	tags=12%, list=4%, signal=12%	
KRAS.AMP.LUNG_UP.V1_DN	KRAS.AMP.LUNG_UP.V1_DN		102	-0.4481805	-1.4758424	0.015503876	0.06507012	0.653	2618	tags=25%, list=13%, signal=29%	
KRAS.600_UP.V1_DN	KRAS.600_UP.V1_DN		180	-0.42236352	-1.4724851	0.0038095238	0.06438804	0.668	1839	tags=18%, list=9%, signal=20%	
ALK_DN.V1_DN	ALK_DN.V1_DN		93	-0.45349962	-1.4719335	0.0058139535	0.062057678	0.671	2915	tags=27%, list=15%, signal=31%	
PTEN_DN.V1_UP	PTEN_DN.V1_UP		118	-0.4399808	-1.4655976	0.01663586	0.06305014	0.689	1973	tags=19%, list=10%, signal=21%	
MEL18_DN.V1_UP	MEL18_DN.V1_UP		118	-0.440917	-1.4590056	0.011029412	0.06456195	0.716	2253	tags=22%, list=12%, signal=25%	
AKT_UP.V1_UP	AKT_UP.V1_UP		149	-0.4239117	-1.4498122	0.011428571	0.06837294	0.751	2905	tags=23%, list=15%, signal=27%	
CAHOY_NEURONAL	CAHOY_NEURONAL		54	-0.49015158	-1.4358921	0.02534113	0.07630116	0.803	2032	tags=19%, list=10%, signal=21%	
SNF5_DN.V1_DN	SNF5_DN.V1_DN		115	-0.4319311	-1.4302539	0.009328358	0.0769221	0.816	3285	tags=30%, list=17%, signal=36%	
PRC1_BMI_UP.V1_DN	PRC1_BMI_UP.V1_DN		130	-0.42236835	-1.4235901	0.015151516	0.08004571	0.837	1625	tags=16%, list=8%, signal=18%	
ATM_DN.V1_UP	ATM_DN.V1_UP		98	-0.44070596	-1.4205637	0.02811245	0.08009683	0.85	2874	tags=23%, list=15%, signal=27%	
VEGF_A_UP.V1_UP	VEGF_A_UP.V1_UP		159	-0.4038175	-1.4127806	0.009560229	0.08258597	0.869	2480	tags=24%, list=13%, signal=27%	
NOTCH_DN.V1_DN	NOTCH_DN.V1_DN		120	-0.4229636	-1.4081949	0.023809524	0.08386756	0.878	1858	tags=18%, list=10%, signal=20%	
LEF1_UP.V1_DN	LEF1_UP.V1_DN		175	-0.39642072	-1.3941808	0.013592233	0.09226546	0.898	2559	tags=23%, list=13%, signal=26%	
PDGF_UP.V1_DN	PDGF_UP.V1_DN		89	-0.43525073	-1.3923293	0.030018762	0.090647124	0.9	3252	tags=31%, list=17%, signal=38%	
CRX_DN.V1_DN	CRX_DN.V1_DN		97	-0.4263185	-1.3740329	0.028673835	0.10519621	0.945	3508	tags=35%, list=18%, signal=43%	
KRAS.LUNG_UP.V1_DN	KRAS.LUNG_UP.V1_DN		92	-0.43156514	-1.3740237	0.028901733	0.10227409	0.945	1231	tags=16%, list=6%, signal=17%	
