NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_AUTOIMMUNE_THYROID_DISEASE	KEGG_AUTOIMMUNE_THYROID_DISEASE	Details ...	25	-0.819008	-2.0879283	0.0	0.0	0.0	1725	tags=32%, list=9%, signal=35%	
KEGG_ALLOGRAFT_REJECTION	KEGG_ALLOGRAFT_REJECTION	Details ...	27	-0.80546963	-2.0466313	0.0	9.5755514E-4	0.002	1725	tags=30%, list=9%, signal=32%	
KEGG_GRAFT_VERSUS_HOST_DISEASE	KEGG_GRAFT_VERSUS_HOST_DISEASE	Details ...	27	-0.7818832	-2.0417354	0.0	6.3837005E-4	0.002	1725	tags=26%, list=9%, signal=28%	
KEGG_ECM_RECEPTOR_INTERACTION	KEGG_ECM_RECEPTOR_INTERACTION	Details ...	64	-0.5821286	-1.7701287	0.0	0.03487922	0.129	1949	tags=33%, list=10%, signal=36%	
KEGG_TYPE_I_DIABETES_MELLITUS	KEGG_TYPE_I_DIABETES_MELLITUS	Details ...	33	-0.6574474	-1.763997	0.0038535646	0.029149123	0.135	1725	tags=24%, list=9%, signal=27%	
KEGG_JAK_STAT_SIGNALING_PATHWAY	KEGG_JAK_STAT_SIGNALING_PATHWAY	Details ...	103	-0.5184353	-1.7013242	0.0	0.05122713	0.262	2745	tags=32%, list=14%, signal=37%	
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	Details ...	152	-0.45505744	-1.5733947	0.0018382353	0.16651611	0.679	2820	tags=24%, list=15%, signal=28%	
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	Details ...	65	-0.50868845	-1.564958	0.013207547	0.15448904	0.699	1839	tags=29%, list=9%, signal=32%	
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	Details ...	20	-0.62469816	-1.5332577	0.036885247	0.17953674	0.792	3236	tags=40%, list=17%, signal=48%	
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	Details ...	99	-0.46304893	-1.5128231	0.005791506	0.19001825	0.838	2868	tags=29%, list=15%, signal=34%	
KEGG_ERBB_SIGNALING_PATHWAY	KEGG_ERBB_SIGNALING_PATHWAY	Details ...	81	-0.4830204	-1.5073481	0.01775148	0.1783114	0.849	1463	tags=21%, list=8%, signal=23%	
KEGG_TGF_BETA_SIGNALING_PATHWAY	KEGG_TGF_BETA_SIGNALING_PATHWAY	Details ...	72	-0.48606429	-1.4942398	0.01754386	0.18309599	0.879	2698	tags=28%, list=14%, signal=32%	
KEGG_ADHERENS_JUNCTION	KEGG_ADHERENS_JUNCTION	Details ...	69	-0.49112976	-1.494204	0.022346368	0.16901168	0.879	2357	tags=32%, list=12%, signal=36%	
KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS	Details ...	101	-0.45380262	-1.4880217	0.0056926	0.16503352	0.891	2187	tags=23%, list=11%, signal=26%	
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	Details ...	58	-0.49185765	-1.4636446	0.018595042	0.18658301	0.936	1564	tags=28%, list=8%, signal=30%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	Details ...	15	-0.6243024	-1.4550772	0.05462185	0.18771292	0.947	1211	tags=27%, list=6%, signal=28%	
