baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
252340.25126449912,0.7579824048149708,0.16829987254548048,4.503761015090119,6.676128052677203e-6,1.94111952806542e-5,CYTB
5405.389693595931,2.0240448626839576,0.2004609760142534,10.096952049859528,5.698583844060314e-24,9.953388550859612e-23,ND6
198220.31708980398,0.5583254330386135,0.14946501905476212,3.735492335059684,1.8734828638506139e-4,4.366242664172008e-4,ND5
491401.1427591502,0.9968037555616284,0.14093178531426906,7.0729520195803834,1.5167194188449025e-12,9.596914981566958e-12,ND4
46524.747146592184,1.1354952699640306,0.19657149376235294,5.776500184389904,7.627041885197692e-9,3.230750488694656e-8,ND4L
28379.03607568469,0.8499155836738337,0.1366454909738296,6.219858244986728,4.976042377356514e-10,2.4352622344103276e-9,ND3
351513.49373699323,0.5078896365173426,0.13621192789723358,3.7286722562250567,1.9249130858158271e-4,4.476888240186448e-4,COX3
117289.28147780894,1.641165165959454,0.16217511627303027,10.11971012369411,4.51751555589374e-24,7.962741705113802e-23,ATP6
17289.714204664888,1.937820279748671,0.2891776841686161,6.701140460820451,2.0679913874365096e-11,1.175914275491224e-10,ATP8
254947.32931959012,0.8143072847629631,0.15805811934018768,5.1519484615044275,2.5779389056740107e-7,9.034990541954362e-7,COX2
819021.3136442652,0.3160800920823661,0.16188655741860547,1.952478927975766,0.05088137034556881,0.07566166690447378,COX1
222639.66851615053,0.1447293593511992,0.21060497680025625,0.6872076887739679,0.491951859862569,0.557300300078555,ND2
213628.08601465728,1.2653822171852946,0.13587186123441977,9.31305574008536,1.2420644123594393e-20,1.6521760451221924e-19,ND1
274124.5923655037,-0.5875812059355022,0.20315315749535823,-2.8923065394586724,0.0038242462165503917,0.007179273498113911,RNR2
75922.60969161511,-0.44532933660728063,0.27773173950804025,-1.6034513642413148,0.10883503866933554,0.14916382970004063,RNR1
1104.540116213723,-2.197291606079086,0.30574554107845264,-7.186667705205463,6.639172849925648e-13,4.359972671967549e-12,EPS8L1
990.0719674343507,-0.2443024920184904,0.17020617518520176,-1.4353327178209854,0.15119230871236772,0.19910711262285535,RDH13
1154.1181805570968,0.9060561270261088,0.17060120725540362,5.310959644439506,1.0904947829491358e-7,4.0064599317054717e-7,NLRP2
7.244594305783735,-0.6787207984563752,0.6860312604475156,-0.9893438354596675,0.32249494375622906,0.38834976710584945,LILRB4
26.961376656202354,-1.2225165513968004,0.5033254566962166,-2.428878839988126,0.015145592745525375,0.02533875438208365,LILRB1
16.384367774409604,-1.58027519008838,0.6358989319024269,-2.485104331533709,0.012951347113392036,0.02194046199952208,LILRA1
18.892533683349953,-1.7619137690156235,0.5723457921889387,-3.078407831526423,0.0020810989393218924,0.004100838696157636,LILRA2
1629.3635940253632,2.339469289188627,0.49601259005447046,4.716552232941737,2.3987480573071152e-6,7.403961290418113e-6,CDC42EP5
341.3335776872609,-0.6393784894570591,0.21637375942110618,-2.9549724105532684,0.0031269701276180647,0.005954483677917739,LENG9
