NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	197	0.69735163	2.4677637	0.0	0.0	0.0	3806	tags=64%, list=20%, signal=79%	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	185	0.6538731	2.3120418	0.0	0.0	0.0	4517	tags=75%, list=23%, signal=97%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	57	0.7594227	2.2843368	0.0	0.0	0.0	2604	tags=70%, list=13%, signal=81%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	200	0.62924117	2.2812846	0.0	0.0	0.0	3265	tags=47%, list=17%, signal=55%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	179	0.5914702	2.1099703	0.0	0.0	0.0	5006	tags=69%, list=26%, signal=92%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	145	0.49144006	1.7098949	0.0	0.0029062242	0.016	3344	tags=34%, list=17%, signal=41%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	39	0.58543175	1.6527472	0.008403362	0.0062700356	0.041	2493	tags=28%, list=13%, signal=32%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	142	0.44394514	1.5404098	0.0021413276	0.017904634	0.124	3709	tags=39%, list=19%, signal=48%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	145	0.39559862	1.3710986	0.021008404	0.0806965	0.494	4229	tags=41%, list=22%, signal=52%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	Details ...	27	0.49570036	1.2919787	0.12090164	0.14987496	0.75	4142	tags=48%, list=21%, signal=61%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Details ...	96	0.3962929	1.2862195	0.06719368	0.14326546	0.765	3909	tags=30%, list=20%, signal=38%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	185	0.35136375	1.2513062	0.04761905	0.17314292	0.846	1577	tags=14%, list=8%, signal=15%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	30	0.44202465	1.1885701	0.21455939	0.25903937	0.944	2197	tags=27%, list=11%, signal=30%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	29	0.42930472	1.1235205	0.2985972	0.38545138	0.995	1051	tags=14%, list=5%, signal=15%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	194	0.30951494	1.116322	0.19496855	0.3761746	0.996	2474	tags=23%, list=13%, signal=26%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	161	0.3163804	1.112576	0.18021978	0.3634323	0.996	1671	tags=12%, list=9%, signal=13%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	97	0.3383715	1.1060168	0.25434783	0.35738602	0.998	3947	tags=31%, list=20%, signal=39%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	181	0.30674744	1.0903361	0.23617022	0.37744698	0.999	3726	tags=25%, list=19%, signal=31%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	184	0.3074312	1.0893519	0.2231405	0.35992816	0.999	2003	tags=14%, list=10%, signal=16%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	111	0.32462072	1.0808129	0.2783505	0.36068022	0.999	2650	tags=25%, list=14%, signal=29%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE		187	0.28667894	1.0241834	0.35746607	0.48187494	0.999	2897	tags=21%, list=15%, signal=24%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY		48	0.3503461	1.0127594	0.40365112	0.48943722	1.0	4241	tags=46%, list=22%, signal=58%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM		172	0.2661041	0.9423271	0.59915614	0.66914564	1.0	1822	tags=13%, list=9%, signal=14%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS		81	0.2928113	0.93863666	0.595339	0.6512622	1.0	5302	tags=42%, list=27%, signal=57%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM		99	0.28566617	0.93754095	0.58985204	0.6282549	1.0	1462	tags=13%, list=8%, signal=14%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION		94	0.2461903	0.79933316	0.882227	0.9193163	1.0	2577	tags=14%, list=13%, signal=16%	
