NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_RIBOSOME_BIOGENESIS	GOBP_RIBOSOME_BIOGENESIS	Details ...	297	0.70023334	2.6308231	0.0	0.0	0.0	3589	tags=58%, list=18%, signal=70%	
GOBP_NCRNA_PROCESSING	GOBP_NCRNA_PROCESSING	Details ...	374	0.667949	2.552807	0.0	0.0	0.0	3806	tags=55%, list=20%, signal=67%	
GOBP_RRNA_METABOLIC_PROCESS	GOBP_RRNA_METABOLIC_PROCESS	Details ...	259	0.6761889	2.5229962	0.0	0.0	0.0	3589	tags=56%, list=18%, signal=67%	
GOBP_NCRNA_METABOLIC_PROCESS	GOBP_NCRNA_METABOLIC_PROCESS	Details ...	499	0.6461522	2.5188274	0.0	0.0	0.0	3447	tags=49%, list=18%, signal=58%	
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	Details ...	419	0.6462195	2.517771	0.0	0.0	0.0	3589	tags=51%, list=18%, signal=61%	
GOBP_TRNA_METABOLIC_PROCESS	GOBP_TRNA_METABOLIC_PROCESS	Details ...	184	0.6830562	2.429561	0.0	0.0	0.0	3406	tags=52%, list=18%, signal=63%	
GOBP_TRNA_PROCESSING	GOBP_TRNA_PROCESSING	Details ...	124	0.70367676	2.4109142	0.0	0.0	0.0	3923	tags=59%, list=20%, signal=73%	
GOBP_MITOCHONDRIAL_GENE_EXPRESSION	GOBP_MITOCHONDRIAL_GENE_EXPRESSION	Details ...	104	0.7230906	2.3816469	0.0	0.0	0.0	3991	tags=70%, list=21%, signal=88%	
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	Details ...	89	0.7048801	2.310032	0.0	0.0	0.0	3197	tags=52%, list=16%, signal=62%	
GOBP_RNA_LOCALIZATION	GOBP_RNA_LOCALIZATION	Details ...	183	0.6402675	2.2864332	0.0	0.0	0.0	3927	tags=54%, list=20%, signal=67%	
GOBP_DNA_DEPENDENT_DNA_REPLICATION	GOBP_DNA_DEPENDENT_DNA_REPLICATION	Details ...	143	0.66059226	2.264048	0.0	0.0	0.0	4511	tags=67%, list=23%, signal=87%	
GOBP_RNA_EXPORT_FROM_NUCLEUS	GOBP_RNA_EXPORT_FROM_NUCLEUS	Details ...	77	0.7059221	2.2547538	0.0	0.0	0.0	3915	tags=60%, list=20%, signal=75%	
GOBP_TRNA_MODIFICATION	GOBP_TRNA_MODIFICATION	Details ...	87	0.6914006	2.2342389	0.0	0.0	0.0	3406	tags=54%, list=18%, signal=65%	
GOBP_MITOCHONDRIAL_TRANSLATION	GOBP_MITOCHONDRIAL_TRANSLATION	Details ...	72	0.71247923	2.232118	0.0	0.0	0.0	3749	tags=67%, list=19%, signal=82%	
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	Details ...	70	0.7094637	2.207493	0.0	0.0	0.0	3552	tags=61%, list=18%, signal=75%	
GOBP_MRNA_PROCESSING	GOBP_MRNA_PROCESSING	Details ...	437	0.56727004	2.1909058	0.0	0.0	0.0	4368	tags=47%, list=22%, signal=59%	
GOBP_RNA_MODIFICATION	GOBP_RNA_MODIFICATION	Details ...	158	0.6295665	2.187126	0.0	0.0	0.0	3406	tags=48%, list=18%, signal=58%	
GOBP_MATURATION_OF_SSU_RRNA	GOBP_MATURATION_OF_SSU_RRNA	Details ...	48	0.73820156	2.1749694	0.0	0.0	0.0	3798	tags=65%, list=20%, signal=80%	
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	Details ...	71	0.6869102	2.1694193	0.0	5.4479897E-5	0.001	3798	tags=56%, list=20%, signal=70%	
GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	Details ...	49	0.7413348	2.1546264	0.0	5.1755902E-5	0.001	3991	tags=73%, list=21%, signal=92%	
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION		148	0.6190959	2.1502242	0.0	4.929134E-5	0.001	3927	tags=51%, list=20%, signal=64%	
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY	GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY		53	0.71546054	2.1466448	0.0	9.217907E-5	0.002	3150	tags=58%, list=16%, signal=70%	
GOBP_AEROBIC_RESPIRATION	GOBP_AEROBIC_RESPIRATION		162	0.6032904	2.1423593	0.0	8.8171284E-5	0.002	4195	tags=56%, list=22%, signal=70%	
GOBP_MATURATION_OF_5_8S_RRNA	GOBP_MATURATION_OF_5_8S_RRNA		35	0.78169334	2.141577	0.0	8.449748E-5	0.002	3447	tags=77%, list=18%, signal=94%	
GOBP_RNA_SPLICING	GOBP_RNA_SPLICING		384	0.54918426	2.1051903	0.0	8.1117585E-5	0.002	4368	tags=45%, list=22%, signal=57%	
GOBP_RNA_METHYLATION	GOBP_RNA_METHYLATION		82	0.6566994	2.0983727	0.0	7.7997676E-5	0.002	4291	tags=57%, list=22%, signal=73%	
GOBP_OXIDATIVE_PHOSPHORYLATION	GOBP_OXIDATIVE_PHOSPHORYLATION		116	0.6295729	2.0930665	0.0	7.5108874E-5	0.002	4261	tags=62%, list=22%, signal=79%	
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS		278	0.5584096	2.0918932	0.0	7.242641E-5	0.002	4368	tags=47%, list=22%, signal=59%	
GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA		24	0.8230868	2.0884078	0.0	6.992895E-5	0.002	2564	tags=75%, list=13%, signal=86%	
GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA		35	0.7583276	2.0874941	0.0	6.759798E-5	0.002	3798	tags=66%, list=20%, signal=82%	
GOBP_MRNA_TRANSPORT	GOBP_MRNA_TRANSPORT		118	0.6170049	2.0817268	0.0	6.541741E-5	0.002	3008	tags=46%, list=15%, signal=54%	
GOBP_MRNA_EXPORT_FROM_NUCLEUS	GOBP_MRNA_EXPORT_FROM_NUCLEUS		57	0.69185627	2.0804627	0.0	6.337312E-5	0.002	3904	tags=56%, list=20%, signal=70%	
GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING	GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING		27	0.8051393	2.0566938	0.0	2.4063016E-4	0.008	2802	tags=67%, list=14%, signal=78%	
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT		73	0.6509748	2.054244	0.0	2.3355283E-4	0.008	4350	tags=64%, list=22%, signal=83%	
GOBP_MATURATION_OF_LSU_RRNA	GOBP_MATURATION_OF_LSU_RRNA		28	0.78299326	2.053326	0.0	2.2687987E-4	0.008	3552	tags=75%, list=18%, signal=92%	
GOBP_CELLULAR_RESPIRATION	GOBP_CELLULAR_RESPIRATION		201	0.57020086	2.0526254	0.0	2.2057765E-4	0.008	4195	tags=50%, list=22%, signal=63%	
